Column1;Bt_carrington_4;Bx_carrington_4;By_carrington_4;Bz_carrington_4;speed_carrington_4;p_density_carrington_4;temperature_carrington_4;Bt_1d_4;Bx_1d_4;By_1d_4;Bz_1d_4;speed_1d_4;p_density_1d_4;temperature_1d_4;Bt_carrington_3;Bx_carrington_3;By_carrington_3;Bz_carrington_3;speed_carrington_3;p_density_carrington_3;temperature_carrington_3;Bt_1d_3;Bx_1d_3;By_1d_3;Bz_1d_3;speed_1d_3;p_density_1d_3;temperature_1d_3;Bt_carrington_2;Bx_carrington_2;By_carrington_2;Bz_carrington_2;speed_carrington_2;p_density_carrington_2;temperature_carrington_2;Bt_1d_2;Bx_1d_2;By_1d_2;Bz_1d_2;speed_1d_2;p_density_1d_2;temperature_1d_2;Bt_carrington_1;Bx_carrington_1;By_carrington_1;Bz_carrington_1;speed_carrington_1;p_density_carrington_1;temperature_carrington_1;Bt_1d_1;Bx_1d_1;By_1d_1;Bz_1d_1;speed_1d_1;p_density_1d_1;temperature_1d_1;forecast
26;7.1207E+15;-2.73011E+15;4.9621E+15;2.02579E+15;3.93541E+15;5.36346E+15;8.44669E+15;3.08615E+16;2.46266E+15;-1.27132E+16;-5.4055E+14;3.60399E+15;6.55214E+14;5.67421E+16;5.69834E+15;-3.64057E+16;2.15831E+15;-1.08262E+16;4.19163E+15;3.41769E+15;1.19341E+15;4.46252E+15;2.13749E+16;-2.81788E+15;-1.6192E+15;3.36181E+15;8.41876E+15;4.86443E+16;4.02533E+15;1.15028E+15;-3.05877E+15;-2.02199E+15;3.77939E+15;6.67467E+15;4.91733E+15;6.01285E+15;8.14045E+15;8.97216E+14;6.09126E+14;3.78987E+15;7.03022E+15;6.90393E+15;4.97878E+16;2.62411E+15;-2.38444E+15;2.03913E+15;3.82946E+15;4.5946E+15;7.64837E+15;6.07584E+15;-2.81031E+16;3.06602E+15;-1.77809E+15;4.09349E+14;5.00125E+16;6.83872E+15;4.13424E+16
27;5.69834E+15;-3.64057E+16;2.15831E+15;-1.08262E+16;4.19163E+15;3.41769E+15;1.19341E+15;4.46252E+15;2.13749E+16;-2.81788E+15;-1.6192E+15;3.36181E+15;8.41876E+15;4.86443E+16;4.02533E+15;1.15028E+15;-3.05877E+15;-2.02199E+15;3.77939E+15;6.67467E+15;4.91733E+15;6.01285E+15;8.14045E+15;8.97216E+14;6.09126E+14;3.78987E+15;7.03022E+15;6.90393E+15;4.97878E+16;2.62411E+15;-2.38444E+15;2.03913E+15;3.82946E+15;4.5946E+15;7.64837E+15;6.07584E+15;-2.81031E+16;3.06602E+15;-1.77809E+15;4.09349E+14;5.00125E+16;6.83872E+15;4.38907E+14;3.10518E+16;-7.55494E+14;-2.23452E+14;3.97793E+15;5.55654E+14;1.06671E+16;5.37743E+14;-2.67785E+15;1.41296E+16;-7.88955E+15;4.33317E+15;5.2997E+15;7.36149E+14;4.24224E+15
28;4.02533E+15;1.15028E+15;-3.05877E+15;-2.02199E+15;3.77939E+15;6.67467E+15;4.91733E+15;6.01285E+15;8.14045E+15;8.97216E+14;6.09126E+14;3.78987E+15;7.03022E+15;6.90393E+15;4.97878E+16;2.62411E+15;-2.38444E+15;2.03913E+15;3.82946E+15;4.5946E+15;7.64837E+15;6.07584E+15;-2.81031E+16;3.06602E+15;-1.77809E+15;4.09349E+14;5.00125E+16;6.83872E+15;4.38907E+14;3.10518E+16;-7.55494E+14;-2.23452E+14;3.97793E+15;5.55654E+14;1.06671E+16;5.37743E+14;-2.67785E+15;1.41296E+16;-7.88955E+15;4.33317E+15;5.2997E+15;7.36149E+14;6.51072E+15;1.43767E+15;-3.66827E+15;1.35958E+16;4.10887E+15;5.7112E+15;1.94956E+16;4.09652E+15;-2.09733E+16;1.53961E+16;-7.8749E+15;3.92599E+15;3.14953E+14;7.1222E+15;3.47223E+14
29;4.97878E+16;2.62411E+15;-2.38444E+15;2.03913E+15;3.82946E+15;4.5946E+15;7.64837E+15;6.07584E+15;-2.81031E+16;3.06602E+15;-1.77809E+15;4.09349E+14;5.00125E+16;6.83872E+15;4.38907E+14;3.10518E+16;-7.55494E+14;-2.23452E+14;3.97793E+15;5.55654E+14;1.06671E+16;5.37743E+14;-2.67785E+15;1.41296E+16;-7.88955E+15;4.33317E+15;5.2997E+15;7.36149E+14;6.51072E+15;1.43767E+15;-3.66827E+15;1.35958E+16;4.10887E+15;5.7112E+15;1.94956E+16;4.09652E+15;-2.09733E+16;1.53961E+16;-7.8749E+15;3.92599E+15;3.14953E+14;7.1222E+15;5.71852E+15;1.51075E+14;-3.31158E+16;6.35011E+14;4.65403E+15;4.76983E+15;1.43677E+16;2.93542E+15;-1.40974E+16;1.01316E+16;2.24017E+15;3.65715E+15;4.35172E+15;5.32926E+15;3.31194E+16
30;4.38907E+14;3.10518E+16;-7.55494E+14;-2.23452E+14;3.97793E+15;5.55654E+14;1.06671E+16;5.37743E+14;-2.67785E+15;1.41296E+16;-7.88955E+15;4.33317E+15;5.2997E+15;7.36149E+14;6.51072E+15;1.43767E+15;-3.66827E+15;1.35958E+16;4.10887E+15;5.7112E+15;1.94956E+16;4.09652E+15;-2.09733E+16;1.53961E+16;-7.8749E+15;3.92599E+15;3.14953E+14;7.1222E+15;5.71852E+15;1.51075E+14;-3.31158E+16;6.35011E+14;4.65403E+15;4.76983E+15;1.43677E+16;2.93542E+15;-1.40974E+16;1.01316E+16;2.24017E+15;3.65715E+15;4.35172E+15;5.32926E+15;5.44534E+15;1.56414E+16;-1.68261E+15;3.62466E+15;5.02339E+15;4.1001E+15;1.42177E+16;3.08257E+15;-4.7434E+14;1.78032E+16;5.29363E+15;3.39386E+15;7.51506E+16;2.5175E+15;3.28216E+15
31;6.51072E+15;1.43767E+15;-3.66827E+15;1.35958E+16;4.10887E+15;5.7112E+15;1.94956E+16;4.09652E+15;-2.09733E+16;1.53961E+16;-7.8749E+15;3.92599E+15;3.14953E+14;7.1222E+15;5.71852E+15;1.51075E+14;-3.31158E+16;6.35011E+14;4.65403E+15;4.76983E+15;1.43677E+16;2.93542E+15;-1.40974E+16;1.01316E+16;2.24017E+15;3.65715E+15;4.35172E+15;5.32926E+15;5.44534E+15;1.56414E+16;-1.68261E+15;3.62466E+15;5.02339E+15;4.1001E+15;1.42177E+16;3.08257E+15;-4.7434E+14;1.78032E+16;5.29363E+15;3.39386E+15;7.51506E+16;2.5175E+15;5.87074E+16;3.75027E+15;-1.63924E+15;-2.08458E+15;4.87326E+15;3.71185E+15;1.36354E+16;4.65507E+15;1.44773E+16;-1.27794E+16;8.60346E+15;3.57485E+15;6.01515E+15;5.08902E+15;3.33128E+14
32;5.71852E+15;1.51075E+14;-3.31158E+16;6.35011E+14;4.65403E+15;4.76983E+15;1.43677E+16;2.93542E+15;-1.40974E+16;1.01316E+16;2.24017E+15;3.65715E+15;4.35172E+15;5.32926E+15;5.44534E+15;1.56414E+16;-1.68261E+15;3.62466E+15;5.02339E+15;4.1001E+15;1.42177E+16;3.08257E+15;-4.7434E+14;1.78032E+16;5.29363E+15;3.39386E+15;7.51506E+16;2.5175E+15;5.87074E+16;3.75027E+15;-1.63924E+15;-2.08458E+15;4.87326E+15;3.71185E+15;1.36354E+16;4.65507E+15;1.44773E+16;-1.27794E+16;8.60346E+15;3.57485E+15;6.01515E+15;5.08902E+15;9.39367E+13;3.54297E+15;-4.80772E+15;8.867E+15;6.4033E+15;4.71476E+15;2.2173E+16;5.10161E+15;-9.80668E+15;3.49092E+15;-4.60015E+15;3.31841E+15;5.80361E+15;2.5408E+16;3.49455E+15
33;5.44534E+15;1.56414E+16;-1.68261E+15;3.62466E+15;5.02339E+15;4.1001E+15;1.42177E+16;3.08257E+15;-4.7434E+14;1.78032E+16;5.29363E+15;3.39386E+15;7.51506E+16;2.5175E+15;5.87074E+16;3.75027E+15;-1.63924E+15;-2.08458E+15;4.87326E+15;3.71185E+15;1.36354E+16;4.65507E+15;1.44773E+16;-1.27794E+16;8.60346E+15;3.57485E+15;6.01515E+15;5.08902E+15;9.39367E+13;3.54297E+15;-4.80772E+15;8.867E+15;6.4033E+15;4.71476E+15;2.2173E+16;5.10161E+15;-9.80668E+15;3.49092E+15;-4.60015E+15;3.31841E+15;5.80361E+15;2.5408E+16;7.73588E+15;4.40085E+15;-2.70366E+15;-4.8567E+15;5.73252E+15;1.25359E+16;1.09309E+16;5.83694E+15;1.09855E+16;-9.41345E+15;1.61554E+16;3.69115E+15;5.47426E+15;8.0428E+14;3.69027E+16
34;5.87074E+16;3.75027E+15;-1.63924E+15;-2.08458E+15;4.87326E+15;3.71185E+15;1.36354E+16;4.65507E+15;1.44773E+16;-1.27794E+16;8.60346E+15;3.57485E+15;6.01515E+15;5.08902E+15;9.39367E+13;3.54297E+15;-4.80772E+15;8.867E+15;6.4033E+15;4.71476E+15;2.2173E+16;5.10161E+15;-9.80668E+15;3.49092E+15;-4.60015E+15;3.31841E+15;5.80361E+15;2.5408E+16;7.73588E+15;4.40085E+15;-2.70366E+15;-4.8567E+15;5.73252E+15;1.25359E+16;1.09309E+16;5.83694E+15;1.09855E+16;-9.41345E+15;1.61554E+16;3.69115E+15;5.47426E+15;8.0428E+14;4.50954E+15;1.82937E+16;-1.28314E+16;-3.69557E+15;6.00465E+13;1.92346E+16;1.65984E+15;3.83837E+15;2.69941E+16;-1.4532E+15;-5.72063E+15;3.76015E+15;3.41135E+16;3.88511E+15;3.55348E+15
35;9.39367E+13;3.54297E+15;-4.80772E+15;8.867E+15;6.4033E+15;4.71476E+15;2.2173E+16;5.10161E+15;-9.80668E+15;3.49092E+15;-4.60015E+15;3.31841E+15;5.80361E+15;2.5408E+16;7.73588E+15;4.40085E+15;-2.70366E+15;-4.8567E+15;5.73252E+15;1.25359E+16;1.09309E+16;5.83694E+15;1.09855E+16;-9.41345E+15;1.61554E+16;3.69115E+15;5.47426E+15;8.0428E+14;4.50954E+15;1.82937E+16;-1.28314E+16;-3.69557E+15;6.00465E+13;1.92346E+16;1.65984E+15;3.83837E+15;2.69941E+16;-1.4532E+15;-5.72063E+15;3.76015E+15;3.41135E+16;3.88511E+15;3.62384E+16;1.74412E+16;-1.39754E+15;2.40281E+14;5.93107E+15;1.77364E+15;1.40678E+16;3.20225E+16;1.90361E+15;1.62835E+15;-1.23648E+16;3.58428E+15;4.85453E+15;1.76446E+16;3.54849E+15
41;6.67874E+15;9.31415E+15;-4.95247E+15;-4.84484E+14;4.04975E+15;5.98924E+16;6.48397E+15;3.71418E+16;2.12454E+16;-9.73403E+15;-5.85978E+15;6.36688E+15;1.5338E+15;1.33113E+15;8.74851E+15;-2.31072E+15;-4.31714E+15;2.29505E+15;4.08444E+15;9.83961E+14;3.45592E+15;2.65356E+14;1.0726E+16;-4.75625E+14;2.60215E+15;5.70939E+15;1.76955E+16;1.08732E+15;4.74189E+15;-3.04076E+15;2.13383E+16;5.20337E+15;3.87976E+16;3.46061E+15;8.20998E+15;3.84847E+15;2.18436E+15;9.04015E+15;-6.28506E+15;5.36778E+15;2.78929E+16;1.29522E+15;6.82815E+14;-2.79519E+16;1.77326E+16;6.24248E+15;4.09583E+15;7.42532E+15;9951384375;4.17378E+15;2.53288E+15;-9.78197E+14;-8.4577E+15;5.09232E+15;3.14802E+15;8.72054E+15;4.41968E+15
42;8.74851E+15;-2.31072E+15;-4.31714E+15;2.29505E+15;4.08444E+15;9.83961E+14;3.45592E+15;2.65356E+14;1.0726E+16;-4.75625E+14;2.60215E+15;5.70939E+15;1.76955E+16;1.08732E+15;4.74189E+15;-3.04076E+15;2.13383E+16;5.20337E+15;3.87976E+16;3.46061E+15;8.20998E+15;3.84847E+15;2.18436E+15;9.04015E+15;-6.28506E+15;5.36778E+15;2.78929E+16;1.29522E+15;6.82815E+14;-2.79519E+16;1.77326E+16;6.24248E+15;4.09583E+15;7.42532E+15;9951384375;4.17378E+15;2.53288E+15;-9.78197E+14;-8.4577E+15;5.09232E+15;3.14802E+15;8.72054E+15;5.13539E+15;-2.31764E+15;3.15162E+16;4.27883E+15;4.8166E+15;3.5288E+15;1.39121E+15;3.19198E+16;2.39518E+16;-1.09926E+16;-4.37125E+15;4.68067E+15;2.44048E+15;7.06776E+15;3.92647E+15
43;4.74189E+15;-3.04076E+15;2.13383E+16;5.20337E+15;3.87976E+16;3.46061E+15;8.20998E+15;3.84847E+15;2.18436E+15;9.04015E+15;-6.28506E+15;5.36778E+15;2.78929E+16;1.29522E+15;6.82815E+14;-2.79519E+16;1.77326E+16;6.24248E+15;4.09583E+15;7.42532E+15;9951384375;4.17378E+15;2.53288E+15;-9.78197E+14;-8.4577E+15;5.09232E+15;3.14802E+15;8.72054E+15;5.13539E+15;-2.31764E+15;3.15162E+16;4.27883E+15;4.8166E+15;3.5288E+15;1.39121E+15;3.19198E+16;2.39518E+16;-1.09926E+16;-4.37125E+15;4.68067E+15;2.44048E+15;7.06776E+15;4.07598E+15;-8.54118E+15;2.50001E+15;7.51089E+15;4.52671E+15;3.31356E+15;8.2139E+15;2.54914E+15;1.1217E+15;-1.57295E+16;5.17851E+15;4.02101E+15;1.9948E+15;3.79159E+16;3.57939E+15
44;6.82815E+14;-2.79519E+16;1.77326E+16;6.24248E+15;4.09583E+15;7.42532E+15;9951384375;4.17378E+15;2.53288E+15;-9.78197E+14;-8.4577E+15;5.09232E+15;3.14802E+15;8.72054E+15;5.13539E+15;-2.31764E+15;3.15162E+16;4.27883E+15;4.8166E+15;3.5288E+15;1.39121E+15;3.19198E+16;2.39518E+16;-1.09926E+16;-4.37125E+15;4.68067E+15;2.44048E+15;7.06776E+15;4.07598E+15;-8.54118E+15;2.50001E+15;7.51089E+15;4.52671E+15;3.31356E+15;8.2139E+15;2.54914E+15;1.1217E+15;-1.57295E+16;5.17851E+15;4.02101E+15;1.9948E+15;3.79159E+16;3.83296E+15;-2.63179E+16;4.79536E+15;1.04964E+16;3.90713E+15;3.1192E+16;6.50487E+15;3.74198E+15;-1.33329E+16;-9.39456E+15;9.93866E+14;3.48637E+15;7.51503E+15;2.15156E+16;3.50053E+16
45;5.13539E+15;-2.31764E+15;3.15162E+16;4.27883E+15;4.8166E+15;3.5288E+15;1.39121E+15;3.19198E+16;2.39518E+16;-1.09926E+16;-4.37125E+15;4.68067E+15;2.44048E+15;7.06776E+15;4.07598E+15;-8.54118E+15;2.50001E+15;7.51089E+15;4.52671E+15;3.31356E+15;8.2139E+15;2.54914E+15;1.1217E+15;-1.57295E+16;5.17851E+15;4.02101E+15;1.9948E+15;3.79159E+16;3.83296E+15;-2.63179E+16;4.79536E+15;1.04964E+16;3.90713E+15;3.1192E+16;6.50487E+15;3.74198E+15;-1.33329E+16;-9.39456E+15;9.93866E+14;3.48637E+15;7.51503E+15;2.15156E+16;4.00823E+14;-1.50849E+16;2.76651E+16;-2.83339E+15;3.56287E+15;4.44943E+15;2.45004E+15;5.26323E+15;-1.99515E+15;2.84292E+16;-1.58423E+15;3.8248E+15;7.85408E+15;5.55727E+15;4.04363E+15
46;4.07598E+15;-8.54118E+15;2.50001E+15;7.51089E+15;4.52671E+15;3.31356E+15;8.2139E+15;2.54914E+15;1.1217E+15;-1.57295E+16;5.17851E+15;4.02101E+15;1.9948E+15;3.79159E+16;3.83296E+15;-2.63179E+16;4.79536E+15;1.04964E+16;3.90713E+15;3.1192E+16;6.50487E+15;3.74198E+15;-1.33329E+16;-9.39456E+15;9.93866E+14;3.48637E+15;7.51503E+15;2.15156E+16;4.00823E+14;-1.50849E+16;2.76651E+16;-2.83339E+15;3.56287E+15;4.44943E+15;2.45004E+15;5.26323E+15;-1.99515E+15;2.84292E+16;-1.58423E+15;3.8248E+15;7.85408E+15;5.55727E+15;3.08615E+16;2.46266E+15;-1.27132E+16;-5.4055E+14;3.60399E+15;6.55214E+14;5.67421E+16;4.70531E+15;-1.79769E+16;2.64185E+16;-6.43923E+15;3.84003E+15;9.18841E+14;9.97893E+15;3.95984E+15
47;3.83296E+15;-2.63179E+16;4.79536E+15;1.04964E+16;3.90713E+15;3.1192E+16;6.50487E+15;3.74198E+15;-1.33329E+16;-9.39456E+15;9.93866E+14;3.48637E+15;7.51503E+15;2.15156E+16;4.00823E+14;-1.50849E+16;2.76651E+16;-2.83339E+15;3.56287E+15;4.44943E+15;2.45004E+15;5.26323E+15;-1.99515E+15;2.84292E+16;-1.58423E+15;3.8248E+15;7.85408E+15;5.55727E+15;3.08615E+16;2.46266E+15;-1.27132E+16;-5.4055E+14;3.60399E+15;6.55214E+14;5.67421E+16;4.70531E+15;-1.79769E+16;2.64185E+16;-6.43923E+15;3.84003E+15;9.18841E+14;9.97893E+15;4.46252E+15;2.13749E+16;-2.81788E+15;-1.6192E+15;3.36181E+15;8.41876E+15;4.86443E+16;3.16595E+15;-1.28176E+14;1.84522E+16;5.14764E+15;4.067E+15;3.942E+16;7.39402E+14;3.72055E+15
48;4.00823E+14;-1.50849E+16;2.76651E+16;-2.83339E+15;3.56287E+15;4.44943E+15;2.45004E+15;5.26323E+15;-1.99515E+15;2.84292E+16;-1.58423E+15;3.8248E+15;7.85408E+15;5.55727E+15;3.08615E+16;2.46266E+15;-1.27132E+16;-5.4055E+14;3.60399E+15;6.55214E+14;5.67421E+16;4.70531E+15;-1.79769E+16;2.64185E+16;-6.43923E+15;3.84003E+15;9.18841E+14;9.97893E+15;4.46252E+15;2.13749E+16;-2.81788E+15;-1.6192E+15;3.36181E+15;8.41876E+15;4.86443E+16;3.16595E+15;-1.28176E+14;1.84522E+16;5.14764E+15;4.067E+15;3.942E+16;7.39402E+14;6.01285E+15;8.14045E+15;8.97216E+14;6.09126E+14;3.78987E+15;7.03022E+15;6.90393E+15;4.47571E+15;-3.48071E+15;-1.43643E+16;-2.38429E+15;39226;193;635412;3.56755E+14
49;3.08615E+16;2.46266E+15;-1.27132E+16;-5.4055E+14;3.60399E+15;6.55214E+14;5.67421E+16;4.70531E+15;-1.79769E+16;2.64185E+16;-6.43923E+15;3.84003E+15;9.18841E+14;9.97893E+15;4.46252E+15;2.13749E+16;-2.81788E+15;-1.6192E+15;3.36181E+15;8.41876E+15;4.86443E+16;3.16595E+15;-1.28176E+14;1.84522E+16;5.14764E+15;4.067E+15;3.942E+16;7.39402E+14;6.01285E+15;8.14045E+15;8.97216E+14;6.09126E+14;3.78987E+15;7.03022E+15;6.90393E+15;4.47571E+15;-3.48071E+15;-1.43643E+16;-2.38429E+15;39226;193;635412;6.07584E+15;-2.81031E+16;3.06602E+15;-1.77809E+15;4.09349E+14;5.00125E+16;6.83872E+15;4.15668E+15;-3.61063E+15;5.05273E+15;-8.59496E+15;3.70299E+15;2.84272E+16;5.63487E+15;3.47033E+16
50;4.46252E+15;2.13749E+16;-2.81788E+15;-1.6192E+15;3.36181E+15;8.41876E+15;4.86443E+16;3.16595E+15;-1.28176E+14;1.84522E+16;5.14764E+15;4.067E+15;3.942E+16;7.39402E+14;6.01285E+15;8.14045E+15;8.97216E+14;6.09126E+14;3.78987E+15;7.03022E+15;6.90393E+15;4.47571E+15;-3.48071E+15;-1.43643E+16;-2.38429E+15;39226;193;635412;6.07584E+15;-2.81031E+16;3.06602E+15;-1.77809E+15;4.09349E+14;5.00125E+16;6.83872E+15;4.15668E+15;-3.61063E+15;5.05273E+15;-8.59496E+15;3.70299E+15;2.84272E+16;5.63487E+15;5.37743E+14;-2.67785E+15;1.41296E+16;-7.88955E+15;4.33317E+15;5.2997E+15;7.36149E+14;3.66014E+15;-3.14219E+16;1.70699E+16;-2.31096E+14;3.50223E+14;3.33292E+15;4.87419E+16;3.34241E+15
51;6.01285E+15;8.14045E+15;8.97216E+14;6.09126E+14;3.78987E+15;7.03022E+15;6.90393E+15;4.47571E+15;-3.48071E+15;-1.43643E+16;-2.38429E+15;39226;193;635412;6.07584E+15;-2.81031E+16;3.06602E+15;-1.77809E+15;4.09349E+14;5.00125E+16;6.83872E+15;4.15668E+15;-3.61063E+15;5.05273E+15;-8.59496E+15;3.70299E+15;2.84272E+16;5.63487E+15;5.37743E+14;-2.67785E+15;1.41296E+16;-7.88955E+15;4.33317E+15;5.2997E+15;7.36149E+14;3.66014E+15;-3.14219E+16;1.70699E+16;-2.31096E+14;3.50223E+14;3.33292E+15;4.87419E+16;4.09652E+15;-2.09733E+16;1.53961E+16;-7.8749E+15;3.92599E+15;3.14953E+14;7.1222E+15;4.11668E+15;-1.54207E+15;-2.74252E+15;-2.8864E+15;3.58197E+15;8.52875E+15;6.47615E+16;3.43742E+15
52;6.07584E+15;-2.81031E+16;3.06602E+15;-1.77809E+15;4.09349E+14;5.00125E+16;6.83872E+15;4.15668E+15;-3.61063E+15;5.05273E+15;-8.59496E+15;3.70299E+15;2.84272E+16;5.63487E+15;5.37743E+14;-2.67785E+15;1.41296E+16;-7.88955E+15;4.33317E+15;5.2997E+15;7.36149E+14;3.66014E+15;-3.14219E+16;1.70699E+16;-2.31096E+14;3.50223E+14;3.33292E+15;4.87419E+16;4.09652E+15;-2.09733E+16;1.53961E+16;-7.8749E+15;3.92599E+15;3.14953E+14;7.1222E+15;4.11668E+15;-1.54207E+15;-2.74252E+15;-2.8864E+15;3.58197E+15;8.52875E+15;6.47615E+16;2.93542E+15;-1.40974E+16;1.01316E+16;2.24017E+15;3.65715E+15;4.35172E+15;5.32926E+15;6.42313E+15;1.17467E+16;-4.27346E+14;7.92551E+13;3.55399E+16;6.82378E+15;3.64567E+15;3.49979E+14
55;2.93542E+15;-1.40974E+16;1.01316E+16;2.24017E+15;3.65715E+15;4.35172E+15;5.32926E+15;6.42313E+15;1.17467E+16;-4.27346E+14;7.92551E+13;3.55399E+16;6.82378E+15;3.64567E+15;3.08257E+15;-4.7434E+14;1.78032E+16;5.29363E+15;3.39386E+15;7.51506E+16;2.5175E+15;9.66395E+15;-2.43358E+15;4.75332E+14;3.59057E+16;4.06835E+16;1.46035E+16;1.35345E+16;4.65507E+15;1.44773E+16;-1.27794E+16;8.60346E+15;3.57485E+15;6.01515E+15;5.08902E+15;6.6193E+15;-3.73004E+14;2.55729E+15;2.49333E+13;4.7612E+15;5.52936E+16;1.58602E+14;5.10161E+15;-9.80668E+15;3.49092E+15;-4.60015E+15;3.31841E+15;5.80361E+15;2.5408E+16;4.00295E+15;-2.39902E+16;1.61799E+16;-4.13182E+13;4.43338E+15;2.64081E+15;5.62795E+14;3.89468E+15
56;3.08257E+15;-4.7434E+14;1.78032E+16;5.29363E+15;3.39386E+15;7.51506E+16;2.5175E+15;9.66395E+15;-2.43358E+15;4.75332E+14;3.59057E+16;4.06835E+16;1.46035E+16;1.35345E+16;4.65507E+15;1.44773E+16;-1.27794E+16;8.60346E+15;3.57485E+15;6.01515E+15;5.08902E+15;6.6193E+15;-3.73004E+14;2.55729E+15;2.49333E+13;4.7612E+15;5.52936E+16;1.58602E+14;5.10161E+15;-9.80668E+15;3.49092E+15;-4.60015E+15;3.31841E+15;5.80361E+15;2.5408E+16;4.00295E+15;-2.39902E+16;1.61799E+16;-4.13182E+13;4.43338E+15;2.64081E+15;5.62795E+14;5.83694E+15;1.09855E+16;-9.41345E+15;1.61554E+16;3.69115E+15;5.47426E+15;8.0428E+14;3.68492E+15;-7.9738E+14;2.78382E+14;4.29978E+15;3.89555E+16;3.76918E+15;3.61384E+16;3.5883E+16
57;4.65507E+15;1.44773E+16;-1.27794E+16;8.60346E+15;3.57485E+15;6.01515E+15;5.08902E+15;6.6193E+15;-3.73004E+14;2.55729E+15;2.49333E+13;4.7612E+15;5.52936E+16;1.58602E+14;5.10161E+15;-9.80668E+15;3.49092E+15;-4.60015E+15;3.31841E+15;5.80361E+15;2.5408E+16;4.00295E+15;-2.39902E+16;1.61799E+16;-4.13182E+13;4.43338E+15;2.64081E+15;5.62795E+14;5.83694E+15;1.09855E+16;-9.41345E+15;1.61554E+16;3.69115E+15;5.47426E+15;8.0428E+14;3.68492E+15;-7.9738E+14;2.78382E+14;4.29978E+15;3.89555E+16;3.76918E+15;3.61384E+16;3.83837E+15;2.69941E+16;-1.4532E+15;-5.72063E+15;3.76015E+15;3.41135E+16;3.88511E+15;3.4256E+15;-1.34199E+15;2.90439E+15;2.35265E+15;3.63727E+15;2.68602E+15;2.35781E+16;3.46142E+14
58;5.10161E+15;-9.80668E+15;3.49092E+15;-4.60015E+15;3.31841E+15;5.80361E+15;2.5408E+16;4.00295E+15;-2.39902E+16;1.61799E+16;-4.13182E+13;4.43338E+15;2.64081E+15;5.62795E+14;5.83694E+15;1.09855E+16;-9.41345E+15;1.61554E+16;3.69115E+15;5.47426E+15;8.0428E+14;3.68492E+15;-7.9738E+14;2.78382E+14;4.29978E+15;3.89555E+16;3.76918E+15;3.61384E+16;3.83837E+15;2.69941E+16;-1.4532E+15;-5.72063E+15;3.76015E+15;3.41135E+16;3.88511E+15;3.4256E+15;-1.34199E+15;2.90439E+15;2.35265E+15;3.63727E+15;2.68602E+15;2.35781E+16;3.20225E+16;1.90361E+15;1.62835E+15;-1.23648E+16;3.58428E+15;4.85453E+15;1.76446E+16;2.83211E+15;-5.30045E+15;1.03649E+16;6.42159E+15;3.23779E+15;4.81129E+15;2.19934E+15;3.14316E+15
59;5.83694E+15;1.09855E+16;-9.41345E+15;1.61554E+16;3.69115E+15;5.47426E+15;8.0428E+14;3.68492E+15;-7.9738E+14;2.78382E+14;4.29978E+15;3.89555E+16;3.76918E+15;3.61384E+16;3.83837E+15;2.69941E+16;-1.4532E+15;-5.72063E+15;3.76015E+15;3.41135E+16;3.88511E+15;3.4256E+15;-1.34199E+15;2.90439E+15;2.35265E+15;3.63727E+15;2.68602E+15;2.35781E+16;3.20225E+16;1.90361E+15;1.62835E+15;-1.23648E+16;3.58428E+15;4.85453E+15;1.76446E+16;2.83211E+15;-5.30045E+15;1.03649E+16;6.42159E+15;3.23779E+15;4.81129E+15;2.19934E+15;9.23049E+15;1.88115E+16;-1.79647E+16;1.14909E+15;4.51018E+15;1.59301E+16;2.09928E+14;4.08921E+15;-1.89833E+16;-1.59122E+15;-1.02992E+16;3.05793E+15;1.12693E+15;2.21606E+15;2.98432E+15
60;3.83837E+15;2.69941E+16;-1.4532E+15;-5.72063E+15;3.76015E+15;3.41135E+16;3.88511E+15;3.4256E+15;-1.34199E+15;2.90439E+15;2.35265E+15;3.63727E+15;2.68602E+15;2.35781E+16;3.20225E+16;1.90361E+15;1.62835E+15;-1.23648E+16;3.58428E+15;4.85453E+15;1.76446E+16;2.83211E+15;-5.30045E+15;1.03649E+16;6.42159E+15;3.23779E+15;4.81129E+15;2.19934E+15;9.23049E+15;1.88115E+16;-1.79647E+16;1.14909E+15;4.51018E+15;1.59301E+16;2.09928E+14;4.08921E+15;-1.89833E+16;-1.59122E+15;-1.02992E+16;3.05793E+15;1.12693E+15;2.21606E+15;5.76448E+14;3.36726E+16;-2.67812E+15;-3.66948E+15;6.62257E+15;2.51277E+15;2.48849E+16;5.52949E+15;1.14259E+15;-1.90109E+15;4.17597E+15;3.25293E+16;9.84454E+15;4.43542E+15;3.36179E+15
